Parte,Descripcion,ClassID,Unidad Medida,Familia,Descripcion Familia,Codigo Grupo,Descripcion de Grupo,Grupo Mercadeo,Codigo Categoria,Descripcion Categoria,Codigo Subcategoria,Descripcion Subcategoria,Nuevo Producto,Color,Tipo Material,GTIN14,GTIN13,Unidad Venta,Unidad Empaque, Precio Base.,Codigo de Lista,Descripcion de lista,Código de moneda,Fecha de Inicio,Fecha Final,Año
14008,CAJONERO FIQUE 3G AVENT,TER,UN,00250,ORGANIZACION,00741,CAJONERO FIQUE 3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,AVENTURA,VIRGEN,17705152140085,7705152140088,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9902,ESTANTE SOLIDO 15 4N NG,TER,UN,00300,FERRETERIA,00403,ESTANTE SOLIDO 15 4N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30911,"ESTANTE SOLIDO 15""",FALSE,NEGRO,VIRGEN,17705152099024,7705152099027,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12981,ESTANT ORG BANO 3N GR HL,TER,UN,00200,CASA,00759,ESTANTE ORGANIZADOR BANO 3N,ESTANTES DE BANO,20300,BANO,20311,ESTANTES DE BANO,TRUE,GRIS HIELO,VIRGEN,17705152129813,7705152129816,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12982,ESTANT ORG BANO 3N BL,TER,UN,00200,CASA,00759,ESTANTE ORGANIZADOR BANO 3N,ESTANTES DE BANO,20300,BANO,20311,ESTANTES DE BANO,TRUE,BLANCO,VIRGEN,17705152129820,7705152129823,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12983,ESTANT ORG BANO 3N MOCCA,TER,UN,00200,CASA,00759,ESTANTE ORGANIZADOR BANO 3N,ESTANTES DE BANO,20300,BANO,20311,ESTANTES DE BANO,TRUE,MOCCA,VIRGEN,17705152129837,7705152129830,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12456,MESA ETERNA BL AR,TER,UN,00100,MUEBLES,00153,MESA ETERNA,MESA ETERNA,10100,MESAS,10121,MESAS SEGMENTO MEDIO,FALSE,BLANCO ARENA,VIRGEN,17705152124566,7705152124569,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12581,MESA ETERNA NG,TER,UN,00100,MUEBLES,00153,MESA ETERNA,MESA ETERNA,10100,MESAS,10121,MESAS SEGMENTO MEDIO,FALSE,NEGRO,VIRGEN,17705152125815,7705152125818,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14005,CAJONERO RATTAN 4G GLAM,TER,UN,00250,ORGANIZACION,00357,CAJONERO RATTAN 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,GLAMOUR,VIRGEN,17705152140054,7705152140057,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14006,CAJONERO RATTAN 4G AVENT,TER,UN,00250,ORGANIZACION,00357,CAJONERO RATTAN 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,AVENTURA,VIRGEN,17705152140061,7705152140064,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
7804,MESA ETERNA WG,TER,UN,00100,MUEBLES,00153,MESA ETERNA,MESA ETERNA,10100,MESAS,10121,MESAS SEGMENTO MEDIO,FALSE,WENGUE,VIRGEN,17705152078043,7705152078046,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9835,CAJONERO RATTAN 4G MOCCA,TER,UN,00250,ORGANIZACION,00357,CAJONERO RATTAN 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,MOCCA,VIRGEN,17705152098355,7705152098358,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9836,CAJONERO RATTAN 4G TP,TER,UN,00250,ORGANIZACION,00357,CAJONERO RATTAN 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,TAUPE,VIRGEN,17705152098362,7705152098365,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9837,CAJONERO RATTAN 4G BL NVE,TER,UN,00250,ORGANIZACION,00357,CAJONERO RATTAN 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,BLANCO NIEVE,VIRGEN,17705152098379,7705152098372,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13724,ESTANTE SOLIDO 15 4N MOCCA,TER,UN,00300,FERRETERIA,00403,ESTANTE SOLIDO 15 4N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30911,"ESTANTE SOLIDO 15""",FALSE,MOCCA,VIRGEN,17705152137245,7705152137248,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13725,ESTANTE SOLIDO 15 4N GR HL_GR,TER,UN,00300,FERRETERIA,00403,ESTANTE SOLIDO 15 4N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30911,"ESTANTE SOLIDO 15""",FALSE,GRIS HIELO,VIRGEN,17705152137252,7705152137255,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13830,BAUL BARU 100L GR HL,TER,UN,00150,ARMARIOS,00789,BAUL BARU 100L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,GRIS HIELO,VIRGEN,17705152138303,7705152138306,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13866,BAUL BARU 100L MOCCA,TER,UN,00150,ARMARIOS,00789,BAUL BARU 100L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,MOCCA,VIRGEN,17705152138662,7705152138665,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14043,MUEBLE ORG INSP 3N NG,TER,UN,00250,ORGANIZACION,00800,MUEBLE ORGANIZADOR 3N,MUEBLE ORGANIZADOR 3N,25900,MUEBLE ORGANIZADOR,25901,MUEBLE ORGANIZADOR,FALSE,NEGRO,VIRGEN,17705152140436,7705152140439,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14044,MUEBLE ORG INSP 3N MOCCA,TER,UN,00250,ORGANIZACION,00800,MUEBLE ORGANIZADOR 3N,MUEBLE ORGANIZADOR 3N,25900,MUEBLE ORGANIZADOR,25901,MUEBLE ORGANIZADOR,FALSE,MOCCA,VIRGEN,17705152140443,7705152140446,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14045,MUEBLE ORG INSP 3N GR HL,TER,UN,00250,ORGANIZACION,00800,MUEBLE ORGANIZADOR 3N,MUEBLE ORGANIZADOR 3N,25900,MUEBLE ORGANIZADOR,25901,MUEBLE ORGANIZADOR,FALSE,GRIS HIELO,VIRGEN,17705152140450,7705152140453,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14053,BAUL BARU 100L CEM,TER,UN,00150,ARMARIOS,00789,BAUL BARU 100L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,CEMENTO,VIRGEN,17705152140535,7705152140538,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14080,BAUL BARU 100L VD_SVIA,TER,UN,00150,ARMARIOS,00789,BAUL BARU 100L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,VERDE SALVIA,VIRGEN,17705152140801,7705152140804,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9906,ESTANTE SOLIDO 12 5N NG,TER,UN,00300,FERRETERIA,00407,ESTANTE SOLIDO 12 5N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30901,"ESTANTE SOLIDO 12""",FALSE,NEGRO,VIRGEN,17705152099062,7705152099065,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14191,MESA DE SALA BARU BL,TER,UN,00100,MUEBLES,00811,MESA DE SALA BARU,SALA BARU,10200,SALAS,10221,MESA DE SALA,TRUE,BLANCO,VIRGEN,17705152141914,7705152141917,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14216,MESA DE SALA BARU CEM,TER,UN,00100,MUEBLES,00811,MESA DE SALA BARU,SALA BARU,10200,SALAS,10221,MESA DE SALA,TRUE,CEMENTO,VIRGEN,17705152142164,7705152142167,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9829,CAJONERO RATTAN 2P3G MOCCA,TER,UN,00250,ORGANIZACION,00355,CAJONERO RATTAN 2P3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,MOCCA,VIRGEN,17705152098294,7705152098297,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9830,CAJONERO RATTAN 2P3G TP,TER,UN,00250,ORGANIZACION,00355,CAJONERO RATTAN 2P3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,TAUPE,VIRGEN,17705152098300,7705152098303,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9831,CAJONERO RATTAN 2P3G BL NVE,TER,UN,00250,ORGANIZACION,00355,CAJONERO RATTAN 2P3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,BLANCO NIEVE,VIRGEN,17705152098317,7705152098310,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12048,ESTANTE SOLIDO 12 5N AZ VER,TER,UN,00300,FERRETERIA,00407,ESTANTE SOLIDO 12 5N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30901,"ESTANTE SOLIDO 12""",FALSE,AZUL VERANO,VIRGEN,17705152120483,7705152120486,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12049,ESTANTE SOLIDO 12 5N ROS,TER,UN,00300,FERRETERIA,00407,ESTANTE SOLIDO 12 5N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30901,"ESTANTE SOLIDO 12""",FALSE,ROSADO FUERTE,VIRGEN,17705152120490,7705152120493,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12050,ESTANTE SOLIDO 12 5N VD LIM,TER,UN,00300,FERRETERIA,00407,ESTANTE SOLIDO 12 5N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30901,"ESTANTE SOLIDO 12""",FALSE,VERDE LIMA,VIRGEN,17705152120506,7705152120509,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12571,CAJONERO FIQUE 4G GR HL,TER,UN,00250,ORGANIZACION,00742,CAJONERO FIQUE 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,GRIS HIELO,VIRGEN,17705152125716,7705152125719,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12572,CAJONERO FIQUE 4G MOCCA,TER,UN,00250,ORGANIZACION,00742,CAJONERO FIQUE 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,MOCCA,VIRGEN,17705152125723,7705152125726,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12574,CAJONERO FIQUE 4G BEBE,TER,UN,00250,ORGANIZACION,00742,CAJONERO FIQUE 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,BEBE,VIRGEN,17705152125747,7705152125740,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14009,CAJONERO FIQUE 4G GLAM,TER,UN,00250,ORGANIZACION,00742,CAJONERO FIQUE 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,GLAMOUR,VIRGEN,17705152140092,7705152140095,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14010,CAJONERO FIQUE 4G AVENT,TER,UN,00250,ORGANIZACION,00742,CAJONERO FIQUE 4G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25111,CAJONEROS TAPA LISA,FALSE,AVENTURA,VIRGEN,17705152140108,7705152140101,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12978,ESTANT ORG BANO C_PUERTAS GR HL,TER,UN,00200,CASA,00758,ESTANTE ORGANIZADOR BANO C_PUERTAS,ESTANTES DE BANO,20300,BANO,20311,ESTANTES DE BANO,TRUE,GRIS HIELO,VIRGEN,17705152129783,7705152129786,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12979,ESTANT ORG BANO C_PUERTAS BL,TER,UN,00200,CASA,00758,ESTANTE ORGANIZADOR BANO C_PUERTAS,ESTANTES DE BANO,20300,BANO,20311,ESTANTES DE BANO,TRUE,BLANCO,VIRGEN,17705152129790,7705152129793,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12980,ESTANT ORG BANO C_PUERTAS MOCCA,TER,UN,00200,CASA,00758,ESTANTE ORGANIZADOR BANO C_PUERTAS,ESTANTES DE BANO,20300,BANO,20311,ESTANTES DE BANO,TRUE,MOCCA,VIRGEN,17705152129806,7705152129809,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
9900,ESTANTE SOLIDO 15 5N NG,TER,UN,00300,FERRETERIA,00401,ESTANTE SOLIDO 15 5N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30911,"ESTANTE SOLIDO 15""",FALSE,NEGRO,VIRGEN,17705152099000,7705152099003,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
8013,ESTANTERIA VENT 18 3N NG,TER,UN,00300,FERRETERIA,00622,ESTANTERIA VENT 18 DURAMAX 3N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30931,"ESTANTERIA VENTILADA 18""",FALSE,NEGRO,VIRGEN,17705152080138,7705152080131,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12460,ESTANTE SOLIDO 15 5N RAINBOW,TER,UN,00300,FERRETERIA,00401,ESTANTE SOLIDO 15 5N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30911,"ESTANTE SOLIDO 15""",FALSE,RAINBOW,VIRGEN,17705152124603,7705152124606,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13726,ESTANTE SOLIDO 15 5N MOCCA,TER,UN,00300,FERRETERIA,00401,ESTANTE SOLIDO 15 5N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30911,"ESTANTE SOLIDO 15""",FALSE,MOCCA,VIRGEN,17705152137269,7705152137262,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13727,ESTANTE SOLIDO 15 5N GR HL_GR,TER,UN,00300,FERRETERIA,00401,ESTANTE SOLIDO 15 5N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30911,"ESTANTE SOLIDO 15""",FALSE,GRIS HIELO,VIRGEN,17705152137276,7705152137279,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14419,CASA PARA PERRO PEQUENA GR HL_TCTA,TER,UN,00460,MASCOTAS,00377,CASA PARA PERRO PEQUENA,CASA PARA PERRO PEQUENA,46000,CASAS PARA PERRO,46011,CASA PARA PERRO PEQUENA,FALSE,GRIS HIELO,VIRGEN,17705152144199,7705152144192,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14420,CASA PARA PERRO PEQUENA GR HL_VD,TER,UN,00460,MASCOTAS,00377,CASA PARA PERRO PEQUENA,CASA PARA PERRO PEQUENA,46000,CASAS PARA PERRO,46011,CASA PARA PERRO PEQUENA,FALSE,GRIS HIELO,MATERIAL RECICLADO,17705152144205,7705152144208,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13987,ESCRITORIO INFANTIL GLAM,TER,UN,00100,MUEBLES,00162,ESCRITORIO INFANTIL VENTURA,ESCRITORIO INFANTIL,10300,MUEBLES INFANTILES,10321,ESCRITORIO INFANTIL,FALSE,GLAMOUR,VIRGEN,17705152139874,7705152139877,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13988,ESCRITORIO INFANTIL AVENT,TER,UN,00100,MUEBLES,00162,ESCRITORIO INFANTIL VENTURA,ESCRITORIO INFANTIL,10300,MUEBLES INFANTILES,10321,ESCRITORIO INFANTIL,FALSE,AVENTURA,VIRGEN,17705152139881,7705152139884,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14165,ESCRITORIO INFANTIL TP_MOCCA,TER,UN,00100,MUEBLES,00162,ESCRITORIO INFANTIL VENTURA,ESCRITORIO INFANTIL,10300,MUEBLES INFANTILES,10321,ESCRITORIO INFANTIL,FALSE,TAUPE,VIRGEN,17705152141655,7705152141658,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13215,ARMARIO MEDIANO LIVIANO ALM,TER,UN,00150,ARMARIOS,00207,ARMARIO MEDIANO LIVIANO,ARMARIOS STARPLASTIC,15300,ARMARIOS SEGMENTO BAJO,15001,ARMARIOS MEDIANOS,FALSE,ALMENDRA,VIRGEN,17705152132158,7705152132151,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
6496,GAVETERO GDE TO 3G BL,TER,UN,00250,ORGANIZACION,00369,GAVETERO GRANDE TAPA ORG 3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25101,CAJONEROS TAPA ORG,FALSE,BLANCO,VIRGEN,17705152064961,7705152064964,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
6497,GAVETERO GDE TO 3G NG,TER,UN,00250,ORGANIZACION,00369,GAVETERO GRANDE TAPA ORG 3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25101,CAJONEROS TAPA ORG,FALSE,NEGRO,VIRGEN,17705152064978,7705152064971,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12545,GAVETERO FIQUE 3G GR HL,TER,UN,00250,ORGANIZACION,00738,GAVETERO FIQUE 3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25101,CAJONEROS TAPA ORG,FALSE,GRIS HIELO,VIRGEN,17705152125457,7705152125450,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12546,GAVETERO FIQUE 3G MOCCA,TER,UN,00250,ORGANIZACION,00738,GAVETERO FIQUE 3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25101,CAJONEROS TAPA ORG,FALSE,MOCCA,VIRGEN,17705152125464,7705152125467,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12548,GAVETERO FIQUE 3G BEBE,TER,UN,00250,ORGANIZACION,00738,GAVETERO FIQUE 3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25101,CAJONEROS TAPA ORG,FALSE,BEBE,VIRGEN,17705152125488,7705152125481,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14011,GAVETERO FIQUE 3G GLAM,TER,UN,00250,ORGANIZACION,00738,GAVETERO FIQUE 3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25101,CAJONEROS TAPA ORG,FALSE,GLAMOUR,VIRGEN,17705152140115,7705152140118,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14012,GAVETERO FIQUE 3G AVENT,TER,UN,00250,ORGANIZACION,00738,GAVETERO FIQUE 3G,CAJONEROS Y GAVETEROS,25100,CAJONEROS,25101,CAJONEROS TAPA ORG,FALSE,AVENTURA,VIRGEN,17705152140122,7705152140125,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
2287,MESA LOTUS BL,TER,UN,00100,MUEBLES,00255,MESA LOTUS,OTRAS MESAS,10100,MESAS,10141,MESAS GRANDES,FALSE,BLANCO,VIRGEN,17705152022879,7705152022872,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
2288,MESA LOTUS TP,TER,UN,00100,MUEBLES,00255,MESA LOTUS,OTRAS MESAS,10100,MESAS,10141,MESAS GRANDES,FALSE,TAUPE,VIRGEN,17705152022886,7705152022889,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
2289,MESA LOTUS AZ NVY,TER,UN,00100,MUEBLES,00255,MESA LOTUS,OTRAS MESAS,10100,MESAS,10141,MESAS GRANDES,FALSE,AZUL NAVY,VIRGEN,17705152022893,7705152022896,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
8195,MESA LOTUS WG,TER,UN,00100,MUEBLES,00255,MESA LOTUS,OTRAS MESAS,10100,MESAS,10141,MESAS GRANDES,FALSE,WENGUE,VIRGEN,17705152081951,7705152081954,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
10785,ARMARIO MED LIVIANO HOME MOCCA,TER,UN,00150,ARMARIOS,00386,ARMARIO MEDIANO LIVIANO HOME,ARMARIOS STARPLASTIC HOME,15200,ARMARIOS SEGMENTO MEDIO,15001,ARMARIOS MEDIANOS,FALSE,MOCCA,VIRGEN,17705152107859,7705152107852,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13831,BAUL BARU 200L GR HL,TER,UN,00150,ARMARIOS,00790,BAUL BARU 200L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,GRIS HIELO,VIRGEN,17705152138310,7705152138313,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
13867,BAUL BARU 200L MOCCA,TER,UN,00150,ARMARIOS,00790,BAUL BARU 200L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,MOCCA,VIRGEN,17705152138679,7705152138672,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14023,BAUL BARU 200L GLAM,TER,UN,00150,ARMARIOS,00790,BAUL BARU 200L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,GLAMOUR,VIRGEN,17705152140238,7705152140231,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14024,BAUL BARU 200L AVENT,TER,UN,00150,ARMARIOS,00790,BAUL BARU 200L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,AVENTURA,VIRGEN,17705152140245,7705152140248,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14054,BAUL BARU 200L CEM,TER,UN,00150,ARMARIOS,00790,BAUL BARU 200L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,CEMENTO,VIRGEN,17705152140542,7705152140545,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14081,BAUL BARU 200L VD_SVIA,TER,UN,00150,ARMARIOS,00790,BAUL BARU 200L,BAULES BARU,15400,BAUL,15401,BAUL,FALSE,VERDE SALVIA,VIRGEN,17705152140818,7705152140811,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12563,MESA BARU FAMILIAR MOCCA,TER,UN,00100,MUEBLES,00743,MESA BARU FAMILIAR,MESA BARU FAMILIAR,10100,MESAS,10141,MESAS GRANDES,TRUE,MOCCA,VIRGEN,17705152125631,7705152125634,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12674,MESA BARU FAMILIAR GR HL,TER,UN,00100,MUEBLES,00743,MESA BARU FAMILIAR,MESA BARU FAMILIAR,10100,MESAS,10141,MESAS GRANDES,TRUE,GRIS HIELO,VIRGEN,17705152126744,7705152126747,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
12675,MESA BARU FAMILIAR TP,TER,UN,00100,MUEBLES,00743,MESA BARU FAMILIAR,MESA BARU FAMILIAR,10100,MESAS,10141,MESAS GRANDES,TRUE,TAUPE,VIRGEN,17705152126751,7705152126754,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
14201,MESA BARU FAMILIAR WG,TER,UN,00100,MUEBLES,00743,MESA BARU FAMILIAR,MESA BARU FAMILIAR,10100,MESAS,10141,MESAS GRANDES,FALSE,WENGUE,VIRGEN,17705152142010,7705152142013,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
8815,MESA ETERNA FAMILIAR WG,TER,UN,00100,MUEBLES,00253,MESA ETERNA FAMILIAR,MESA ETERNA FAMILIAR,10100,MESAS,10141,MESAS GRANDES,FALSE,WENGUE,VIRGEN,17705152088158,7705152088151,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
8015,ESTANTERIA VENT 18 4N NG,TER,UN,00300,FERRETERIA,00633,ESTANTERIA VENT 18 DURAMAX 4N,ESTANTES Y ESTANTERIAS,30900,ESTANTES Y ESTANTERIAS,30931,"ESTANTERIA VENTILADA 18""",FALSE,NEGRO,VIRGEN,17705152080152,7705152080155,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
6998,BASE ESCURRIDOR DE TRAPEADOR,DIS,UN,00400,DISTRIBUCION,00005,BASE ESCURRIDOR TRAPEADOR,BASE ESCURRIDOR TRAPEADOR,40100,ASEO INSTITUCIONAL,40101,ASEO INSTITUCIONAL,FALSE,AMARILLO,VIRGEN,17705152069980,7705152069983,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
8040,ARMARIO GABINETE RATTAN WG,TER,UN,00150,ARMARIOS,00184,ARMARIO GABINETE DOBLE RATTAN,ARMARIOS RATAN,15000,ARMARIOS PREMIUM,15061,ARMARIOS GABINETES,FALSE,WENGUE,VIRGEN,17705152080404,7705152080407,1,1,199999.00,MAYO2025,MAYORISTAS 2025,COP,12/27/2024,12/31/2025,2025
